# TestSim (Up to date)
# 754 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (28.8 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (�/s),Pitch rate (�/s),Yaw rate (�/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.6684,95.335,109.22,-17.889,109.34,17.927,2.9116,-3.1752e-6,2.9116,-6.2484e-5,5.0793,1.1645,28.61,-80.6,9.7919,0.58665,-1.555e-6,-1.2786,-0.0011688,4999.2,381.11,2.3398,0.019598,157.98,122.58,3.4843,0.32193,18035038,0,39.913,0.67616,0.67687,0.44773,0.094957,0.13347,0.15181,0.52896,2.8232e-4,0,0,0,0,-2.0567e-4,0.014004,10.16,81.073,85.64,3.0762e-4,NaN,14.38,1002.1,340.01,0.05,0.071505
1.7184,100.77,108.33,-17.727,108.45,17.748,3.167,3.9502e-6,3.167,7.1466e-5,5.1343,0.8609,28.61,-80.6,9.7919,0.49191,-2.9659e-6,2.4527,-0.002066,4999.1,381,2.3397,0.019598,158.09,122.58,3.4947,0.31935,17881801,0,39.224,0.67591,0.67641,0.44781,0.094847,0.13326,0.12681,0.44259,2.5413e-4,0,0,0,0,7.6917e-4,0.01389,10.16,81.073,85.673,-5.6068e-4,NaN,14.345,1001.4,339.99,0.05,0.071986
1.7684,106.17,107.45,-17.534,107.57,17.535,3.4244,1.1004e-5,3.4244,1.8411e-4,5.1573,0.15997,28.61,-80.6,9.7919,0.25132,-2.6811e-6,4.7343,-0.0039838,4999.1,381,2.3397,0.019598,158.36,122.58,3.5219,0.31679,1.773e7,0,38.538,0.67567,0.6758,0.44788,0.094738,0.13305,0.0642,0.22331,-4.6713e-5,0,0,0,0,0.0029126,0.013778,10.16,81.073,85.859,-0.0012943,NaN,14.31,1000.8,339.97,0.05,0.072493
1.8184,111.52,106.58,-17.355,106.7,17.361,3.6823,1.7822e-5,3.6823,2.7731e-4,5.152,0.45781,28.61,-80.6,9.7918,0.023916,-2.332e-6,5.6838,-0.042881,4999.1,381,2.3397,0.019598,158.63,122.58,3.548,0.31422,17578169,0,37.872,0.67542,0.67542,0.44795,0.09463,0.13284,0.0060561,0.016755,-2.8468e-4,0,0,0,0,0.0042673,0.013666,10.16,81.073,86.125,-0.0016287,NaN,14.275,1000.2,339.95,0.05,0.072978
1.8684,116.83,105.72,-17.184,105.84,17.222,3.939,2.4421e-5,3.939,3.5522e-4,5.1102,1.1402,28.61,-80.6,9.7918,0.23449,-2.5751e-6,-4.9215,-0.0045855,4999.1,381,2.3397,0.019598,158.37,122.58,3.5226,0.31169,17428411,0,37.234,0.67518,0.67529,0.44803,0.094524,0.13263,0.05983,0.21399,3.1872e-4,0,0,0,0,-0.0032521,0.013556,10.16,81.073,86.397,-6.523e-4,NaN,14.241,999.55,339.93,0.05,0.07347
1.9184,122.09,104.86,-17.04,104.98,17.106,4.1929,3.127e-5,4.1929,4.273e-4,5.0435,1.5048,28.61,-80.6,9.7918,0.38065,-2.6805e-6,-3.0051,-0.0025387,4999.1,381,2.3397,0.019598,158.19,122.58,3.5051,0.30917,17279264,0,36.608,0.67494,0.67524,0.4481,0.09442,0.13243,0.097626,0.34362,-2.8643e-4,0,0,0,0,-0.0012325,0.013446,10.16,81.073,86.598,0.0014477,NaN,14.206,998.93,339.91,0.05,0.073949
1.9684,127.31,104.01,-16.912,104.13,16.987,4.4431,3.9002e-5,4.4431,5.0294e-4,4.9644,1.5904,28.61,-80.6,9.7918,0.42467,-3.1244e-6,-0.50595,-0.0025653,4999.1,381,2.3397,0.019598,158.13,122.58,3.4994,0.30667,17131657,0,35.987,0.67471,0.67508,0.44817,0.094317,0.13223,0.10906,0.38174,3.2242e-4,0,0,0,0,-3.5514e-5,0.013337,10.16,81.073,86.687,0.0038013,NaN,14.172,998.32,339.89,0.05,0.074548
2.0184,132.49,103.17,-16.799,103.28,16.856,4.6894,4.8443e-5,4.6894,5.9188e-4,4.8899,1.3904,28.61,-80.6,9.7918,0.35956,-3.0399e-6,1.8165,-0.003246,4999.1,381,2.3397,0.019598,158.2,122.58,3.5064,0.30419,16985486,0,35.369,0.67448,0.67475,0.44824,0.094216,0.13203,0.092097,0.32201,2.5365e-4,0,0,0,0,4.6532e-4,0.013228,10.16,81.073,86.652,0.0059171,NaN,14.139,997.71,339.87,0.05,0.075238
2.0684,137.63,102.33,-16.696,102.44,16.729,4.9323,6.0143e-5,4.9323,6.9865e-4,4.828,1.0386,28.61,-80.6,9.7918,0.22978,-3.3721e-6,3.5733,-0.0051293,4999.1,381,2.3397,0.019598,158.35,122.58,3.5209,0.30174,16841126,0,34.761,0.67426,0.67437,0.4483,0.094117,0.13184,0.058559,0.20394,4.5501e-6,0,0,0,0,0.0018302,0.013121,10.16,81.073,86.514,0.0068581,NaN,14.105,997.11,339.85,0.05,0.075737
2.1184,142.73,101.5,-16.611,101.61,16.618,5.1726,7.4348e-5,5.1726,8.2353e-4,4.7891,0.46852,28.61,-80.6,9.7917,0.0062606,-3.1246e-6,4.291,-0.17786,4999.1,381,2.3397,0.019598,158.61,122.58,3.5466,0.2993,16697139,0,34.163,0.67403,0.67403,0.44837,0.094019,0.13165,0.0015818,0.0026941,4.9216e-4,0,0,0,0,0.0026827,0.013014,10.16,81.073,86.312,0.0067353,NaN,14.072,996.51,339.83,0.05,0.076216
2.1684,147.78,100.67,-16.53,100.78,16.531,5.4118,9.0875e-5,5.4118,9.6212e-4,4.7811,0.054751,28.61,-80.6,9.7917,0.20678,-3.234e-6,-3.6148,-0.0044238,4999.1,381,2.3397,0.019598,158.37,122.58,3.5225,0.29687,16554168,0,33.584,0.67381,0.6739,0.44843,0.093922,0.13146,0.052626,0.18734,4.6171e-4,0,0,0,0,-0.0019353,0.012908,10.16,81.073,86.11,0.0058549,NaN,14.039,995.92,339.81,0.05,0.076694
2.2184,152.79,99.846,-16.43,99.96,16.432,5.651,1.0932e-4,5.651,0.0011084,4.7888,0.21883,28.61,-80.6,9.7917,0.27925,-3.5725e-6,-2.2263,-0.0034278,4999.1,381,2.3397,0.019598,158.28,122.58,3.5135,0.29448,16413703,0,33.019,0.6736,0.67376,0.4485,0.093828,0.13127,0.071244,0.25151,-2.9884e-4,0,0,0,0,-7.4619e-4,0.012803,10.16,81.073,85.962,0.0042421,NaN,14.007,995.33,339.79,0.05,0.077159
2.2684,157.76,99.027,-16.316,99.143,16.317,5.8907,1.2897e-4,5.8907,0.0012544,4.7995,0.17924,28.61,-80.6,9.7917,0.26814,-3.8677e-6,-0.70623,-0.0020997,4999.1,381,2.3397,0.019598,158.28,122.58,3.5142,0.29211,16274448,0,32.46,0.67339,0.67354,0.44856,0.093735,0.13109,0.068364,0.24044,4.8283e-4,0,0,0,0,-7.6316e-5,0.012698,10.16,81.073,85.889,0.0026425,NaN,13.975,994.75,339.77,0.05,0.07769
2.3184,162.69,98.214,-16.187,98.332,16.187,6.1308,1.4907e-4,6.1308,0.0013931,4.8035,0.083613,28.61,-80.6,9.7917,0.16109,-3.7245e-6,0.51323,-0.0037111,4999.1,381,2.3397,0.019598,158.41,122.58,3.5262,0.28977,16136835,0,31.909,0.67318,0.67324,0.44862,0.093644,0.13092,0.040899,0.14418,2.2532e-4,0,0,0,0,4.0963e-5,0.012594,10.16,81.073,85.887,5.0849e-4,NaN,13.942,994.17,339.75,0.05,0.078157
2.3684,167.59,97.408,-16.053,97.526,16.059,6.3707,1.6886e-4,6.3707,0.0015186,4.7891,0.43165,28.61,-80.6,9.7917,0.011363,-3.6988e-6,0.89938,-0.02743,4999.1,381,2.3397,0.019598,158.58,122.58,3.5434,0.28745,16000546,0,31.369,0.67298,0.67298,0.44868,0.093555,0.13074,0.0028682,0.010324,3.6102e-4,0,0,0,0,1.2785e-4,0.012491,10.16,81.073,85.926,-0.0013178,NaN,13.911,993.6,339.73,0.05,0.078629
2.4184,172.44,96.609,-15.938,96.726,15.947,6.6096,1.8765e-4,6.6096,0.0016267,4.7635,0.54929,28.61,-80.6,9.7916,0.044699,-3.6982e-6,-0.76398,-0.0059069,4999.1,381,2.3397,0.019598,158.54,122.58,3.539,0.28511,15863488,0,30.834,0.67278,0.67278,0.44874,0.093465,0.13057,0.011294,0.039577,-2.2708e-4,0,0,0,0,-9.3781e-5,0.012389,10.16,81.073,85.968,-0.0023435,NaN,13.879,993.03,339.71,0.05,0.079092
2.4684,177.25,95.814,-15.827,95.931,15.839,6.847,2.0514e-4,6.847,0.0017166,4.7355,0.62633,28.61,-80.6,9.7916,0.084076,-3.6596e-6,-0.50188,-0.0021449,4999.1,381,2.3397,0.019598,158.48,122.58,3.5338,0.28278,15727349,0,30.307,0.67258,0.67259,0.4488,0.093377,0.1304,0.02127,0.07481,3.8034e-4,0,0,0,0,-4.1146e-5,0.012287,10.16,81.073,86.001,-0.0026101,NaN,13.848,992.46,339.69,0.05,0.079558
2.5184,182.02,95.026,-15.711,95.142,15.732,7.083,2.2135e-4,7.083,0.0017906,4.6993,0.8207,28.61,-80.6,9.7916,0.17556,-3.6295e-6,0.14493,-0.0011658,4999.1,381,2.3397,0.019598,158.37,122.58,3.5226,0.2805,15593747,0,29.796,0.67238,0.67245,0.44886,0.093291,0.13023,0.044556,0.15741,-2.983e-4,0,0,0,0,3.4874e-6,0.012186,10.16,81.073,86.012,-0.0020734,NaN,13.817,991.9,339.67,0.05,0.080021
2.5684,186.75,94.243,-15.604,94.358,15.63,7.3168,2.3656e-4,7.3168,0.0018525,4.6551,0.89428,28.61,-80.6,9.7916,0.21338,-3.454e-6,1.1488,-0.0010825,4999.1,381,2.3397,0.019598,158.32,122.58,3.5177,0.27823,15460989,0,29.292,0.67219,0.67228,0.44892,0.093207,0.13006,0.054221,0.19041,4.8032e-4,0,0,0,0,2.2274e-4,0.012085,10.16,81.073,85.98,-9.1207e-4,NaN,13.786,991.35,339.65,0.05,0.08049
2.6184,191.44,93.465,-15.514,93.579,15.531,7.5485,2.513e-4,7.5485,0.0019074,4.6132,0.73684,28.61,-80.6,9.7916,0.14451,-3.5791e-6,2.0576,-8.9983e-4,4999.1,381,2.3397,0.019598,158.4,122.58,3.5253,0.27595,15328038,0,28.788,0.672,0.67204,0.44898,0.093123,0.1299,0.036618,0.12823,-2.9707e-4,0,0,0,0,7.2646e-4,0.011986,10.16,81.073,85.898,0.0010193,NaN,13.756,990.8,339.63,0.05,0.080953
2.6684,196.1,92.692,-15.427,92.805,15.437,7.7784,2.6621e-4,7.7784,0.0019609,4.5826,0.55907,28.61,-80.6,9.7916,0.061767,-3.4198e-6,2.4651,-0.0030153,4999.1,381,2.3397,0.019598,158.49,122.58,3.5346,0.27369,15196298,0,28.294,0.67181,0.67182,0.44903,0.09304,0.12974,0.0156,0.053597,-4.0627e-4,0,0,0,0,0.0010601,0.011887,10.16,81.073,85.784,0.0026925,NaN,13.725,990.25,339.62,0.05,0.081419
2.7184,200.71,91.923,-15.334,92.036,15.343,8.0068,2.8187e-4,8.0068,0.002017,4.5551,0.51308,28.61,-80.6,9.7916,0.03822,-3.4535e-6,2.718,-0.010967,4999.1,381,2.3397,0.019598,158.51,122.58,3.5369,0.27148,15066937,0,27.814,0.67163,0.67163,0.44909,0.092959,0.12958,0.0096423,0.033093,4.158e-4,0,0,0,0,0.0013101,0.011788,10.16,81.073,85.654,0.0042723,NaN,13.695,989.71,339.6,0.05,0.081916
2.7684,205.29,91.158,-15.25,91.271,15.255,8.234,2.9891e-4,8.234,0.0020799,4.5326,0.35769,28.61,-80.6,9.7915,0.039825,-3.4618e-6,-2.743,-0.013243,4999.1,381,2.3397,0.019598,158.51,122.58,3.5362,0.26925,14937502,0,27.339,0.67145,0.67145,0.44914,0.092879,0.12942,0.010046,0.03713,1.6202e-4,0,0,0,0,-0.0013565,0.01169,10.16,81.073,85.516,0.005583,NaN,13.666,989.17,339.58,0.05,0.082545
2.8184,209.83,90.398,-15.177,90.511,15.177,8.4602,3.1767e-4,8.4602,0.0021514,4.5205,0.10295,28.61,-80.6,9.7915,0.16855,-3.5853e-6,-2.2987,-0.0027006,4999.1,381,2.3397,0.019598,158.35,122.58,3.5206,0.26702,14807616,0,26.867,0.67126,0.67132,0.4492,0.092799,0.12927,0.042713,0.15162,4.6751e-4,0,0,0,0,-9.6875e-4,0.011593,10.16,81.073,85.387,0.0058982,NaN,13.636,988.64,339.56,0.05,0.083144
2.8684,214.33,89.641,-15.107,89.755,15.108,8.6862,3.3819e-4,8.6862,0.0022307,4.5223,0.17418,28.61,-80.6,9.7915,0.30981,-3.3429e-6,-1.2418,-0.0015769,4999.1,381,2.3397,0.019598,158.18,122.58,3.5037,0.26478,14677452,0,26.403,0.67108,0.67128,0.44925,0.09272,0.12911,0.078911,0.27662,3.2566e-4,0,0,0,0,-2.8754e-4,0.011496,10.16,81.073,85.296,0.0053944,NaN,13.607,988.11,339.54,0.05,0.083638
2.9184,218.79,88.887,-15.021,89.003,15.023,8.9127,3.6026e-4,8.9127,0.002316,4.5353,0.25185,28.61,-80.6,9.7915,0.35158,-3.1574e-6,0.29188,-5.4835e-4,4999.1,381,2.3397,0.019598,158.12,122.58,3.4984,0.26256,14548684,0,25.944,0.67091,0.67116,0.4493,0.092642,0.12896,0.08967,0.31331,4.3948e-4,0,0,0,0,1.6158e-5,0.0114,10.16,81.073,85.272,0.0047063,NaN,13.578,987.59,339.53,0.05,0.084161
2.9684,223.22,88.139,-14.921,88.256,14.921,9.1397,3.8354e-4,9.1397,0.0024044,4.5436,0.14423,28.61,-80.6,9.7915,0.29649,-3.2012e-6,1.604,-0.0012595,4999.1,381,2.3397,0.019598,158.18,122.58,3.5044,0.26037,14421327,0,25.489,0.67073,0.67091,0.44935,0.092565,0.12881,0.075451,0.26368,2.9077e-4,0,0,0,0,4.9627e-4,0.011304,10.16,81.073,85.32,0.0040472,NaN,13.549,987.07,339.51,0.05,0.084667
3.0184,227.61,87.395,-14.821,87.513,14.821,9.367,4.0762e-4,9.367,0.0024933,4.5502,0.042936,28.61,-80.6,9.7915,0.23971,-3.2362e-6,2.8038,-9.1451e-4,4999.1,381,2.3397,0.019598,158.25,122.58,3.5106,0.25817,14293704,0,25.038,0.67056,0.67068,0.44941,0.092489,0.12866,0.06086,0.21224,2.5887e-4,0,0,0,0,0.0015425,0.011209,10.16,81.073,85.432,0.0034618,NaN,13.521,986.56,339.49,0.05,0.085132
3.0684,231.96,86.657,-14.709,86.776,14.711,9.5945,4.3225e-4,9.5945,0.0025813,4.5448,0.2481,28.61,-80.6,9.7915,0.076528,-3.154e-6,3.4342,-0.0060493,4999.1,381,2.3397,0.019598,158.44,122.58,3.5293,0.256,14168227,0,24.596,0.67039,0.6704,0.44946,0.092415,0.12852,0.019308,0.066246,3.7098e-4,0,0,0,0,0.0023537,0.011115,10.16,81.073,85.59,0.0029599,NaN,13.492,986.05,339.48,0.05,0.085602
3.1184,236.27,85.924,-14.604,86.043,14.612,9.8213,4.5715e-4,9.8213,0.0026669,4.5262,0.48002,28.61,-80.6,9.7915,0.061788,-3.1603e-6,-3.4403,-0.0089115,4999.1,381,2.3397,0.019598,158.45,122.58,3.5306,0.25383,14043013,0,24.164,0.67022,0.67023,0.44951,0.092341,0.12838,0.015578,0.057602,-4.8375e-4,0,0,0,0,-0.0024027,0.011021,10.16,81.073,85.765,0.001724,NaN,13.464,985.54,339.46,0.05,0.086064
3.1684,240.55,85.196,-14.503,85.315,14.521,10.047,4.8189e-4,10.047,0.0027481,4.4973,0.71845,28.61,-80.6,9.7914,0.20662,-3.034e-6,-2.9499,-0.0029083,4999.1,381,2.3397,0.019598,158.27,122.58,3.5132,0.25169,13919095,0,23.742,0.67006,0.67015,0.44956,0.092269,0.12824,0.052367,0.18565,2.0549e-4,0,0,0,0,-0.0017969,0.010928,10.16,81.073,85.927,9.7665e-5,NaN,13.436,985.04,339.44,0.05,0.086648
3.2184,244.79,84.474,-14.406,84.591,14.437,10.271,5.0598e-4,10.271,0.0028226,4.4543,0.93963,28.61,-80.6,9.7914,0.34308,-2.9853e-6,-1.8098,-0.0024883,4999.1,381,2.3397,0.019598,158.11,122.58,3.4969,0.24957,13796723,0,23.332,0.6699,0.67014,0.4496,0.092198,0.1281,0.087378,0.30603,2.0881e-4,0,0,0,0,-6.8793e-4,0.010835,10.16,81.073,86.048,-1.4298e-4,NaN,13.409,984.54,339.42,0.05,0.087143
3.2684,249,83.756,-14.322,83.871,14.355,10.492,5.2941e-4,10.492,0.002891,4.4066,0.98085,28.61,-80.6,9.7914,0.37831,-3.3397e-6,-0.43995,-0.0019002,4999.1,381,2.3397,0.019598,158.06,122.58,3.4924,0.24746,13674522,0,22.923,0.66974,0.67003,0.44965,0.092128,0.12796,0.096459,0.33654,-3.4722e-4,0,0,0,0,-4.1357e-5,0.010743,10.16,81.073,86.104,9.26e-4,NaN,13.382,984.05,339.41,0.05,0.087645
3.3184,253.17,83.041,-14.242,83.156,14.275,10.711,5.5251e-4,10.711,0.0029554,4.3572,0.96794,28.61,-80.6,9.7914,0.38007,-3.5968e-6,1.0131,-0.0020854,4999.1,381,2.3397,0.019598,158.06,122.58,3.4918,0.24536,13553788,0,22.521,0.66958,0.66988,0.4497,0.092059,0.12783,0.096897,0.33846,4.0961e-4,0,0,0,0,2.2308e-4,0.010651,10.16,81.073,86.09,0.0023157,NaN,13.354,983.56,339.39,0.05,0.088113
3.3684,257.3,82.331,-14.168,82.444,14.195,10.928,5.7571e-4,10.928,0.0030184,4.3116,0.86944,28.61,-80.6,9.7914,0.32833,-3.3973e-6,2.3071,-0.0032633,4999.1,381,2.3397,0.019598,158.11,122.58,3.4974,0.24329,13434064,0,22.122,0.66943,0.66965,0.44974,0.091991,0.12769,0.083533,0.29117,-1.3993e-4,0,0,0,0,0.0011769,0.01056,10.16,81.073,86.006,0.0045472,NaN,13.328,983.07,339.38,0.05,0.088587
3.4184,261.4,81.625,-14.098,81.736,14.117,11.143,5.9953e-4,11.143,0.0030828,4.2708,0.73889,28.61,-80.6,9.7914,0.25247,-3.5981e-6,3.3787,-0.0042032,4999.1,381,2.3397,0.019598,158.2,122.58,3.5059,0.24123,13315670,0,21.732,0.66928,0.66941,0.44979,0.091925,0.12757,0.064041,0.22199,3.6232e-4,0,0,0,0,0.0025674,0.010469,10.16,81.073,85.863,0.0064248,NaN,13.301,982.59,339.36,0.05,0.089053
3.4684,265.46,80.921,-14.037,81.032,14.046,11.355,6.2454e-4,11.355,0.0031512,4.2392,0.49643,28.61,-80.6,9.7914,0.10226,-3.5928e-6,4.0293,-0.0095088,4999.1,381,2.3397,0.019598,158.38,122.58,3.5232,0.23918,13197378,0,21.344,0.66913,0.66915,0.44983,0.091859,0.12744,0.025789,0.087078,8.6152e-6,0,0,0,0,0.0037148,0.010379,10.16,81.073,85.675,0.0075484,NaN,13.274,982.12,339.34,0.05,0.089526
3.5184,269.49,80.221,-13.981,80.332,13.983,11.567,6.5098e-4,11.567,0.0032246,4.2217,0.2304,28.61,-80.6,9.7913,0.070556,-3.5742e-6,-4.0451,-0.012859,4999.1,381,2.3397,0.019598,158.41,122.58,3.5266,0.23713,1.308e7,0,20.965,0.66898,0.66899,0.44988,0.091794,0.12731,0.017769,0.066491,-4.9804e-4,0,0,0,0,-0.0038093,0.010289,10.16,81.073,85.471,0.0079759,NaN,13.248,981.64,339.33,0.05,0.089993
3.5684,273.49,79.523,-13.923,79.635,13.923,11.778,6.7898e-4,11.778,0.0033031,4.2148,0.047597,28.61,-80.6,9.7913,0.19429,-3.5652e-6,-3.5739,-0.0050713,4999.1,381,2.3397,0.019598,158.26,122.58,3.5116,0.2351,12962943,0,20.596,0.66884,0.66891,0.44992,0.09173,0.12719,0.049151,0.17567,2.3468e-4,0,0,0,0,-0.0030253,0.0102,10.16,81.073,85.279,0.0079042,NaN,13.222,981.17,339.31,0.05,0.090504
3.6184,277.44,78.829,-13.859,78.941,13.859,11.988,7.0849e-4,11.988,0.0033861,4.2158,0.048486,28.61,-80.6,9.7913,0.26351,-3.533e-6,-2.752,-0.0030949,4999.1,381,2.3397,0.019598,158.17,122.58,3.5032,0.23309,12847316,0,20.232,0.66869,0.66884,0.44996,0.091667,0.12706,0.066825,0.23584,-9.8797e-5,0,0,0,0,-0.0018251,0.010111,10.16,81.073,85.12,0.0068493,NaN,13.197,980.71,339.3,0.05,0.090999
3.6684,281.37,78.137,-13.789,78.251,13.789,12.199,7.392e-4,12.199,0.0034718,4.218,0.063324,28.61,-80.6,9.7913,0.27923,-3.6128e-6,-1.873,-0.0015493,4999.1,381,2.3397,0.019598,158.15,122.58,3.501,0.23109,12732547,0,19.874,0.66855,0.66871,0.45001,0.091605,0.12694,0.070841,0.24923,2.2651e-4,0,0,0,0,-8.602e-4,0.010023,10.16,81.073,85.004,0.0059488,NaN,13.171,980.25,339.28,0.0025,0.091584
# Event EJECTION_CHARGE occurred at t=3.6684 seconds
# Event STAGE_SEPARATION occurred at t=3.6684 seconds
# Event IGNITION occurred at t=3.6709 seconds
3.6709,281.56,78.103,14.73,78.217,14.939,12.21,7.4076e-4,12.21,0.0034761,4.2181,2.4907,28.61,-80.6,9.7913,0.28164,-3.6128e-6,-1.8268,-0.0014775,3421.7,380.81,0.82156,0.010691,107.9,87.083,2.0491,0.23099,8328696,98.46,14.128,0.47569,0.47581,0.30236,0.046398,0.12694,0.040759,0.084553,1.1036e-4,0,0,0,0,-5.7774e-4,0.010019,10.16,81.073,84.999,0.0059111,NaN,13.17,980.23,339.28,0.00375,0.092783
3.6747,281.86,78.158,71.512,78.272,71.902,12.226,7.4311e-4,12.226,0.0034826,4.2275,7.4736,28.61,-80.6,9.7913,0.28486,-3.613e-6,-1.7601,-0.0014707,3421.7,380.81,0.82156,0.010691,107.9,87.083,2.0488,0.23115,8334435,316.64,14.148,0.4757,0.47582,0.30236,0.046401,0.12695,0.04123,0.085246,-1.8846e-4,0,0,0,0,-5.3553e-4,0.010026,10.16,81.073,84.992,0.0058547,NaN,13.168,980.19,339.28,0.005625,0.093368
3.6803,282.3,78.592,88.109,78.708,88.563,12.25,7.4665e-4,12.25,0.0034924,4.2723,8.9524,28.61,-80.6,9.7913,0.2879,-3.6138e-6,-1.6582,-0.0012965,3421.2,380.24,0.82138,0.01069,107.9,87.074,2.0497,0.23244,8380475,346.05,14.308,0.47578,0.47591,0.30234,0.046421,0.12702,0.041679,0.085877,-2.3969e-5,0,0,0,0,-4.7008e-4,0.010082,10.16,81.073,84.983,0.0057721,NaN,13.165,980.14,339.28,0.0084375,0.093802
3.6887,282.96,79.326,81.247,79.445,81.678,12.286,7.5204e-4,12.286,0.0035072,4.3472,8.3823,28.61,-80.6,9.7913,0.29104,-3.6146e-6,-1.5017,-8.7896e-4,3420,379.06,0.821,0.01069,107.9,87.055,2.0517,0.23461,8458413,327.98,14.58,0.47592,0.47604,0.30231,0.046455,0.12716,0.042147,0.086744,-2.0121e-4,0,0,0,0,-3.7842e-4,0.010176,10.16,81.073,84.97,0.0056783,NaN,13.161,980.06,339.27,0.012656,0.094216
3.7014,283.97,80.356,83.093,80.48,83.536,12.342,7.6027e-4,12.342,0.0035296,4.4537,8.5903,28.61,-80.6,9.7913,0.2961,-3.609e-6,-1.2575,-0.0011758,3418,377.1,0.82037,0.01069,107.9,87.023,2.0551,0.23767,8567748,335.44,14.966,0.47611,0.47624,0.30226,0.046503,0.12734,0.042897,0.088798,6.3767e-5,0,0,0,0,-2.586e-4,0.010309,10.16,81.073,84.952,0.005545,NaN,13.154,979.94,339.27,0.018984,0.09463
3.7204,285.51,81.941,86.326,82.071,86.791,12.428,7.7296e-4,12.428,0.0035636,4.6184,8.9711,28.61,-80.6,9.7913,0.32813,-3.5828e-6,-0.85139,-9.848e-4,3415.1,374.18,0.81943,0.010689,107.88,86.975,2.0579,0.24235,8735479,347.46,15.57,0.47641,0.47657,0.3022,0.046578,0.12764,0.047617,0.097634,2.6684e-4,0,0,0,0,-1.14e-4,0.010513,10.16,81.073,84.932,0.0053271,NaN,13.144,979.76,339.26,0.028477,0.09504
3.7489,287.88,84.413,86.457,84.554,86.933,12.563,7.9272e-4,12.563,0.0036154,4.8766,9.0796,28.61,-80.6,9.7913,0.35731,-3.6787e-6,-0.14456,-0.0013371,3410.7,369.81,0.81801,0.010689,107.87,86.903,2.0639,0.24967,8997177,343.63,16.537,0.47689,0.47708,0.30209,0.046698,0.1281,0.051945,0.10679,-2.3028e-4,0,0,0,0,-3.0969e-6,0.010831,10.16,81.073,84.918,0.0048152,NaN,13.129,979.49,339.25,0.042715,0.095453
3.7916,291.57,88.076,82.641,88.233,83.094,12.779,8.2386e-4,12.779,0.0036937,5.2608,8.6668,28.61,-80.6,9.7913,0.30094,-3.8375e-6,0.961,0.0014262,3404.1,363.22,0.81588,0.010687,107.95,86.795,2.0818,0.26053,9385381,335.04,18.025,0.47763,0.47776,0.30192,0.046883,0.12882,0.043681,0.090411,-1.2047e-4,0,0,0,0,1.2571e-4,0.011303,10.16,81.073,84.935,0.0050329,NaN,13.105,979.05,339.24,0.05,0.095864
3.8416,296.07,92.218,84.084,92.393,84.507,13.053,8.6274e-4,13.053,0.0037869,5.6871,8.438,28.61,-80.6,9.7913,0.14342,-3.0685e-6,1.9286,0.0017427,3395.6,354.66,0.81309,0.010686,108.11,86.654,2.1123,0.27283,9824406,339.84,19.788,0.4785,0.47853,0.30172,0.047101,0.12968,0.020698,0.042816,-1.5135e-6,0,0,0,0,4.617e-4,0.011836,10.16,81.073,85.01,0.0058807,NaN,13.076,978.53,339.22,0.05,0.096272
3.8916,300.79,96.42,80.921,96.612,81.295,13.348,9.0496e-4,13.348,0.0038845,6.0993,7.7912,28.61,-80.6,9.7913,0.028544,-3.2207e-6,2.3045,0.010868,3386.4,345.53,0.8101,0.010684,108.25,86.502,2.1404,0.28528,10268327,329.99,21.663,0.47942,0.47942,0.30151,0.047333,0.13058,0.0041033,0.0077089,2.3819e-4,0,0,0,0,6.0301e-4,0.012377,10.16,81.073,85.118,0.007166,NaN,13.045,977.97,339.2,0.05,0.096684
3.9416,305.71,100.46,81.162,100.67,81.507,13.662,9.5105e-4,13.662,0.0039884,6.4805,7.4928,28.61,-80.6,9.7912,0.037732,-3.151e-6,-2.2528,0.0064831,3377.4,336.45,0.80712,0.010682,108.27,86.351,2.1574,0.29723,10693955,331.78,23.549,0.48035,0.48035,0.3013,0.047566,0.13149,0.005432,0.012128,1.4324e-4,0,0,0,0,-5.3088e-4,0.012897,10.16,81.073,85.233,0.0079348,NaN,13.013,977.4,339.18,0.05,0.097094
